field0_name,field0_ref,field1_name,field1_ref,_model,_id
name,B356,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B356
name,B358,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B358
name,B359,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B359
name,B36,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B36
name,B360,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B360
name,B361,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B361
name,B362,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B362
name,B363,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B363
name,B368,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B368
name,B369,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B369
name,B37,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B37
name,B370,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B370
name,B371,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B371
name,B372,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B372
name,B373,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B373
name,B374,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B374
name,B375,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B375
name,B376,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B376
name,B377,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B377
name,B378,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B378
name,B379,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B379
name,B38,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B38
name,B380,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B380
name,B381,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B381
name,B382,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B382
name,B383,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B383
name,B384,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B384
name,B387,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B387
name,B388,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B388
name,B389,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B389
name,B39,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B39
name,B390,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B390
name,B391,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B391
name,B392,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B392
name,B393,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B393
name,B394,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B394
name,B395,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B395
name,B399,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B399
name,B40,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B40
name,B400,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B400
name,B401,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B401
name,B402,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B402
name,B403,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B403
name,B407,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B407
name,B408,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B408
name,B409,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B409
name,B41,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B41
name,B410,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B410
name,B417,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B417
name,B418,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B418
name,B419,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B419
name,B42,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B42
name,B420,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B420
name,B421,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B421
name,B427,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B427
name,B428,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B428
name,B429,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B429
name,B43,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B43
name,B430,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B430
name,B431,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B431
name,B432,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B432
name,B438,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B438
name,B439,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B439
name,B44,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B44
name,B440,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B440
name,B441,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B441
name,B442,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B442
name,B447,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B447
name,B448,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B448
name,B449,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B449
name,B45,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B45
name,B450,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B450
name,B451,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B451
name,B452,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B452
name,B453,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B453
name,B457,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B457
name,B458,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B458
name,B459,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B459
name,B46,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B46
name,B460,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B460
name,B461,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B461
name,B462,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B462
name,B463,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B463
name,B464,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B464
name,B465,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B465
name,B468,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B468
name,B469,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B469
name,B47,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B47
name,B470,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B470
name,B471,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B471
name,B479,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B479
name,B48,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B48
name,B480,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B480
name,B481,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B481
name,B482,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B482
name,B483,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B483
name,B484,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B484
name,B487,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B487
name,B488,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B488
name,B49,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B49
name,B50,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B50
name,B500,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B500
name,B508,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B508
name,B509,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B509
name,B51,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B51
name,B510,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B510
name,B518,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B518
name,B519,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B519
name,B52,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B52
name,B520,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B520
name,B528,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B528
name,B529,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B529
name,B53,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B53
name,B530,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B530
name,B531,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B531
name,B538,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B538
name,B54,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B54
name,B55,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B55
name,B550,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B550
name,B551,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B551
name,B552,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B552
name,B559,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B559
name,B56,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B56
name,B560,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B560
name,B561,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B561
name,B569,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B569
name,B57,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B57
name,B570,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B570
name,B571,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B571
name,B572,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B572
name,B573,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B573
name,B574,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B574
name,B575,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B575
name,B58,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B58
name,B580,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B580
name,B581,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B581
name,B582,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B582
name,B583,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B583
name,B588,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B588
name,B589,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B589
name,B59,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B59
name,B60,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B60
name,B600,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B600
name,B601,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B601
name,B602,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B602
name,B608,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B608
name,B64,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B64
name,B65,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B65
name,B650,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B650
name,B651,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B651
name,B652,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B652
name,B653,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B653
name,B658,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B658
name,B659,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B659
name,B66,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B66
name,B660,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B660
name,B661,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B661
name,B662,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B662
name,B663,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B663
name,B664,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B664
name,B665,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B665
name,B668,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B668
name,B669,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B669
name,B67,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B67
name,B670,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B670
name,B671,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B671
name,B672,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B672
name,B673,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B673
name,B674,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B674
name,B675,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B675
name,B676,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B676
name,B677,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B677
name,B678,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B678
name,B679,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B679
name,B68,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B68
name,B680,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B680
name,B681,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B681
name,B689,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B689
name,B69,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B69
name,B690,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B690
name,B691,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B691
name,B698,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B698
name,B699,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B699
name,B70,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B70
name,B700,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B700
name,B701,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B701
name,B71,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B71
name,B710,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B710
name,B711,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B711
name,B718,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B718
name,B719,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B719
name,B72,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B72
name,B73,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B73
name,B74,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B74
name,B740,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B740
name,B741,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B741
name,B742,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B742
name,B743,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B743
name,B744,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B744
name,B748,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B748
name,B749,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B749
name,B75,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B75
name,B76,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B76
name,B760,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B760
name,B761,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B761
name,B768,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B768
name,B769,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B769
name,B77,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B77
name,B770,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B770
name,B778,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B778
name,B779,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B779
name,B78,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B78
name,B780,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B780
name,B781,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B781
name,B787,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B787
name,B789,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B789
name,B79,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B79
name,B80,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B80
name,B81,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B81
name,B810,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B810
name,B811,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B811
name,B812,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B812
name,B813,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B813
name,B814,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B814
name,B818,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B818
name,B82,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B82
name,B820,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B820
name,B829,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B829
name,B83,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B83
name,B830,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B830
name,B831,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B831
name,B832,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B832
name,B833,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B833
name,B834,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B834
name,B838,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B838
name,B839,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B839
name,B85,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B85
name,B850,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B850
name,B851,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B851
name,B852,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B852
name,B853,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B853
name,B854,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B854
name,B86,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B86
name,B87,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B87
name,B870,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B870
name,B871,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B871
name,B872,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B872
name,B873,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B873
name,B874,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B874
name,B878,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B878
name,B879,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B879
name,B88,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B88
name,B880,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B880
name,B881,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B881
name,B882,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B882
name,B883,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B883
name,B888,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B888
name,B889,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B889
name,B89,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B89
name,B90,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B90
name,B900,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B900
name,B901,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B901
name,B902,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B902
name,B908,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B908
name,B909,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B909
name,B91,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B91
name,B92,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B92
name,B94,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B94
name,B940,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B940
name,B941,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B941
name,B942,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B942
name,B948,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B948
name,B949,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B949
name,B95,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B95
name,B950,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B950
name,B951,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B951
name,B952,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B952
name,B953,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B953
name,B954,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B954
name,B955,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B955
name,B956,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B956
name,B957,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B957
name,B958,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B958
name,B96,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B96
name,B960,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B960
name,B961,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B961
name,B962,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B962
name,B963,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B963
name,B964,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B964
name,B965,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B965
name,B966,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B966
name,B967,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B967
name,B968,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B968
name,B97,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B97
name,B970,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B970
name,B971,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B971
name,B972,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B972
