field0_name,field0_ref,field1_name,field1_ref,_model,_id
name,T16,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-T16
name,D686,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-D686
name,T791,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-T791
name,B981,disease_group,health.INFECTIOUS,gnuhealth.disease_group.members,INFECTIOUS-B981
name,D573,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-D573
name,T636,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T636
name,E052,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-E052
name,T175,disease_group,health.RESP,gnuhealth.disease_group.members,RESP-T175
name,T498,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T498
name,E032,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-E032
name,T182,disease_group,health.GASTRO,gnuhealth.disease_group.members,GASTRO-T182
name,T184,disease_group,health.GASTRO,gnuhealth.disease_group.members,GASTRO-T184
name,T42,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T42
name,D86,disease_group,health.AUTOIMMUNE,gnuhealth.disease_group.members,AUTOIMMUNE-D86
name,T173,disease_group,health.RESP,gnuhealth.disease_group.members,RESP-T173
name,D690,disease_group,health.ALLERGIC,gnuhealth.disease_group.members,ALLERGIC-D690
name,D820,disease_group,health.AUTOIMMUNE,gnuhealth.disease_group.members,AUTOIMMUNE-D820
name,T36,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T36
name,T578,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T578
name,T568,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T568
name,T454,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T454
name,T384,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T384
name,T446,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T446
name,T509,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T509
name,T598,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T598
name,T54,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T54
name,T703,disease_group,health.RESP,gnuhealth.disease_group.members,RESP-T703
name,T560,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T560
name,T504,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T504
name,D588,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-D588
name,T800,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-T800
name,L990,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-L990
name,L92,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-L92
name,T783,disease_group,health.VASCULAR,gnuhealth.disease_group.members,VASCULAR-T783
name,W45,disease_group,health.NEUROLOGIC,gnuhealth.disease_group.members,NEUROLOGIC-W45
name,T670,disease_group,health.NEUROLOGIC,gnuhealth.disease_group.members,NEUROLOGIC-T670
name,E233,disease_group,health.NEUROLOGIC,gnuhealth.disease_group.members,NEUROLOGIC-E233
name,E272,disease_group,health.GENITOURINARY,gnuhealth.disease_group.members,GENITOURINARY-E272
name,T432,disease_group,health.PSYCHIATRIC,gnuhealth.disease_group.members,PSYCHIATRIC-T432
name,G835,disease_group,health.PSYCHIATRIC,gnuhealth.disease_group.members,PSYCHIATRIC-G835
name,T523,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T523
name,R442,disease_group,health.PSYCHIATRIC,gnuhealth.disease_group.members,PSYCHIATRIC-R442
name,T56,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T56
name,E883,disease_group,health.NEOPLASTIC,gnuhealth.disease_group.members,NEOPLASTIC-E883
name,D600,disease_group,health.NEOPLASTIC,gnuhealth.disease_group.members,NEOPLASTIC-D600
name,M726,disease_group,health.CONNECTIVE,gnuhealth.disease_group.members,CONNECTIVE-M726
name,L93,disease_group,health.AUTOIMMUNE,gnuhealth.disease_group.members,AUTOIMMUNE-L93
name,D695,disease_group,health.AUTOIMMUNE,gnuhealth.disease_group.members,AUTOIMMUNE-D695
name,D823,disease_group,health.AUTOIMMUNE,gnuhealth.disease_group.members,AUTOIMMUNE-D823
name,E240,disease_group,health.NEOPLASTIC,gnuhealth.disease_group.members,NEOPLASTIC-E240
name,T563,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T563
name,T564,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T564
name,T602,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T602
name,T600,disease_group,health.METABOLIC,gnuhealth.disease_group.members,METABOLIC-T600
name,E40,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E40
name,E41,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E41
name,E42,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E42
name,E43,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E43
name,E44,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E44
name,E440,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E440
name,E441,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E441
name,E45,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E45
name,E46,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E46
name,E50,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E50
name,E500,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E500
name,E501,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E501
name,E502,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E502
name,E503,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E503
name,E504,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E504
name,E505,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E505
name,E506,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E506
name,E507,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E507
name,E508,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E508
name,E509,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E509
name,E51,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E51
name,E511,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E511
name,E512,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E512
name,E518,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E518
name,E519,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E519
name,E52,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E52
name,E53,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E53
name,E530,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E530
name,E531,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E531
name,E538,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E538
name,E539,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E539
name,E54,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E54
name,E55,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E55
name,E550,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E550
name,E559,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E559
name,E56,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E56
name,E560,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E560
name,E561,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E561
name,E568,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E568
name,E569,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E569
name,E58,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E58
name,E59,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E59
name,E60,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E60
name,E61,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E61
name,E610,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E610
name,E611,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E611
name,E612,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E612
name,E613,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E613
name,E614,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E614
name,E615,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E615
name,E616,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E616
name,E617,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E617
name,E618,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E618
name,E619,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E619
name,E63,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E63
name,E630,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E630
name,E631,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E631
name,E638,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E638
name,E639,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E639
name,E64,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E64
name,E640,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E640
name,E641,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E641
name,E642,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E642
name,E643,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E643
name,E648,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E648
name,E649,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E649
name,E65,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E65
name,E66,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E66
name,E660,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E660
name,E661,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E661
name,E662,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E662
name,E668,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E668
name,E669,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E669
name,E67,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E67
name,E670,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E670
name,E671,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E671
name,E672,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E672
name,E673,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E673
name,E678,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E678
name,E68,disease_group,health.NUTRITION,gnuhealth.disease_group.members,NUTRITION-E68
name,A051,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-A051
name,B082,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-B082
name,C933,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-C933
name,E106,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E106
name,E109,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E109
name,E116,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E116
name,E119,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E119
name,E301,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E301
name,E308,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-E308
name,F642,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F642
name,F843,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F843
name,F930,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F930
name,F938,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F938
name,F939,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F939
name,F941,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F941
name,F942,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F942
name,F948,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F948
name,F949,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F949
name,F982,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F982
name,F983,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F983
name,F988,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F988
name,F989,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-F989
name,G937,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-G937
name,H260,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H260
name,H65,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H65
name,H650,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H650
name,H651,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H651
name,H652,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H652
name,H653,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H653
name,H654,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H654
name,H659,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H659
name,H66,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H66
name,H660,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H660
name,H661,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H661
name,H662,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H662
name,H663,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H663
name,H664,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H664
name,H669,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H669
name,H67,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H67
name,H670,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H670
name,H671,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H671
name,H678,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-H678
name,J02,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J02
name,J020,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J020
name,J028,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J028
name,J029,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J029
name,J20,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J20
name,J200,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J200
name,J201,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J201
name,J202,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J202
name,J203,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J203
name,J204,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J204
name,J205,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J205
name,J206,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J206
name,J207,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J207
name,J208,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J208
name,J209,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J209
name,J30,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J30
name,J300,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J300
name,J301,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J301
name,J302,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J302
name,J303,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J303
name,J304,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J304
name,J45,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J45
name,J450,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J450
name,J451,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J451
name,J458,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J458
name,J459,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-J459
name,L122,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L122
name,L208,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L208
name,L210,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L210
name,L211,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L211
name,L444,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L444
name,L704,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-L704
name,M796,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-M796
name,N30,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N30
name,N300,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N300
name,N301,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N301
name,N302,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N302
name,N303,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N303
name,N304,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N304
name,N308,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N308
name,N309,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N309
name,N390,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N390
name,N922,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-N922
name,R07,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R07
name,R071,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R071
name,R072,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R072
name,R073,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R073
name,R074,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R074
name,R10,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R10
name,R100,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R100
name,R101,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R101
name,R102,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R102
name,R103,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R103
name,R104,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R104
name,R51,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R51
name,R620,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R620
name,R681,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-R681
name,T740,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T740
name,T741,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T741
name,T742,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T742
name,T743,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T743
name,T748,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T748
name,T749,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-T749
name,Z001,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z001
name,Z002,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z002
name,Z003,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z003
name,Z134,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z134
name,Z622,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z622
name,Z623,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z623
name,Z762,disease_group,health.PEDIATRIC,gnuhealth.disease_group.members,PEDIATRIC-Z762
name,O00,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O00
name,O000,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O000
name,O001,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O001
name,O002,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O002
name,O008,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O008
name,O009,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O009
name,O01,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O01
name,O010,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O010
name,O011,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O011
name,O019,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O019
name,O02,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O02
name,O020,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O020
name,O021,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O021
name,O028,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O028
name,O029,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O029
name,O03,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O03
name,O030,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O030
name,O031,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O031
name,O032,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O032
name,O033,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O033
name,O034,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O034
name,O035,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O035
name,O036,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O036
name,O037,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O037
name,O038,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O038
name,O039,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O039
name,O04,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O04
name,O040,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O040
name,O041,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O041
name,O042,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O042
name,O043,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O043
name,O044,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O044
name,O045,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O045
name,O046,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O046
name,O047,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O047
name,O048,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O048
name,O049,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O049
name,O05,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O05
name,O050,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O050
name,O051,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O051
name,O052,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O052
name,O053,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O053
name,O054,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O054
name,O055,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O055
name,O056,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O056
name,O057,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O057
name,O058,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O058
name,O059,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O059
name,O06,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O06
name,O060,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O060
name,O061,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O061
name,O062,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O062
name,O063,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O063
name,O064,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O064
name,O065,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O065
name,O066,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O066
name,O067,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O067
name,O068,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O068
name,O069,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O069
name,O07,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O07
name,O070,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O070
name,O071,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O071
name,O072,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O072
name,O073,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O073
name,O074,disease_group,health.OBSGYN,gnuhealth.disease_group.members,OBSGYN-O074
