"","X_id","category"
"2024","I511","HEART"
"2025","I512","HEART"
"2026","I513","HEART"
"2027","I514","HEART"
"2028","I515","HEART"
"2029","I516","HEART"
"2030","I517","HEART"
"2031","I518","HEART"
"2032","I519","HEART"
"2033","I52","HEART"
"2034","I520","HEART"
"2035","I521","HEART"
"2036","I528","HEART"
"2037","A22","NOTIFIABLE"
"2038","A220","NOTIFIABLE"
"2039","A221","NOTIFIABLE"
"2040","A222","NOTIFIABLE"
"2041","A227","NOTIFIABLE"
"2042","A228","NOTIFIABLE"
"2043","A229","NOTIFIABLE"
"2044","A831","NOTIFIABLE"
"2045","A832","NOTIFIABLE"
"2046","A833","NOTIFIABLE"
"2047","A835","NOTIFIABLE"
"2048","A923","NOTIFIABLE"
"2049","A051","NOTIFIABLE"
"2050","A23","NOTIFIABLE"
"2051","A230","NOTIFIABLE"
"2052","A231","NOTIFIABLE"
"2053","A232","NOTIFIABLE"
"2054","A233","NOTIFIABLE"
"2055","A238","NOTIFIABLE"
"2056","A239","NOTIFIABLE"
"2057","A00","NOTIFIABLE"
"2058","A000","NOTIFIABLE"
"2059","A001","NOTIFIABLE"
"2060","A009","NOTIFIABLE"
"2061","A072","NOTIFIABLE"
"2062","A078","NOTIFIABLE"
"2063","A90","NOTIFIABLE"
"2064","A91","NOTIFIABLE"
"2065","A36","NOTIFIABLE"
"2066","A360","NOTIFIABLE"
"2067","A361","NOTIFIABLE"
"2068","A362","NOTIFIABLE"
"2069","A363","NOTIFIABLE"
"2070","A368","NOTIFIABLE"
"2071","A369","NOTIFIABLE"
"2072","A798","NOTIFIABLE"
"2073","A071","NOTIFIABLE"
"2074","A54","NOTIFIABLE"
"2075","A540","NOTIFIABLE"
"2076","A541","NOTIFIABLE"
"2077","A542","NOTIFIABLE"
"2078","A543","NOTIFIABLE"
"2079","A544","NOTIFIABLE"
"2080","A545","NOTIFIABLE"
"2081","A546","NOTIFIABLE"
"2082","A548","NOTIFIABLE"
"2083","A549","NOTIFIABLE"
"2084","A492","NOTIFIABLE"
"2085","A30","NOTIFIABLE"
"2086","A300","NOTIFIABLE"
"2087","A301","NOTIFIABLE"
"2088","A302","NOTIFIABLE"
"2089","A303","NOTIFIABLE"
"2090","A304","NOTIFIABLE"
"2091","A305","NOTIFIABLE"
"2092","A308","NOTIFIABLE"
"2093","A309","NOTIFIABLE"
"2094","B334","NOTIFIABLE"
"2095","D593","NOTIFIABLE"
"2096","B15","NOTIFIABLE"
"2097","B150","NOTIFIABLE"
"2098","B159","NOTIFIABLE"
"2099","B16","NOTIFIABLE"
"2100","B160","NOTIFIABLE"
"2101","B161","NOTIFIABLE"
"2102","B162","NOTIFIABLE"
"2103","B169","NOTIFIABLE"
"2104","B17","NOTIFIABLE"
"2105","B170","NOTIFIABLE"
"2106","B171","NOTIFIABLE"
"2107","B172","NOTIFIABLE"
"2108","B178","NOTIFIABLE"
"2109","B18","NOTIFIABLE"
"2110","B180","NOTIFIABLE"
"2111","B181","NOTIFIABLE"
"2112","B182","NOTIFIABLE"
"2113","B188","NOTIFIABLE"
"2114","B189","NOTIFIABLE"
"2115","B19","NOTIFIABLE"
"2116","B190","NOTIFIABLE"
"2117","B199","NOTIFIABLE"
"2118","B20","NOTIFIABLE"
"2119","B200","NOTIFIABLE"
"2120","B201","NOTIFIABLE"
"2121","B202","NOTIFIABLE"
"2122","B203","NOTIFIABLE"
"2123","B204","NOTIFIABLE"
"2124","B205","NOTIFIABLE"
"2125","B206","NOTIFIABLE"
"2126","B207","NOTIFIABLE"
"2127","B208","NOTIFIABLE"
"2128","B209","NOTIFIABLE"
"2129","B21","NOTIFIABLE"
"2130","B210","NOTIFIABLE"
"2131","B211","NOTIFIABLE"
"2132","B212","NOTIFIABLE"
"2133","B213","NOTIFIABLE"
"2134","B217","NOTIFIABLE"
"2135","B218","NOTIFIABLE"
"2136","B219","NOTIFIABLE"
"2137","B22","NOTIFIABLE"
"2138","B220","NOTIFIABLE"
"2139","B221","NOTIFIABLE"
"2140","B222","NOTIFIABLE"
"2141","B227","NOTIFIABLE"
"2142","B23","NOTIFIABLE"
"2143","B230","NOTIFIABLE"
"2144","B231","NOTIFIABLE"
"2145","B232","NOTIFIABLE"
"2146","B238","NOTIFIABLE"
"2147","B24","NOTIFIABLE"
"2148","A481","NOTIFIABLE"
"2149","A482","NOTIFIABLE"
"2150","A32","NOTIFIABLE"
"2151","A320","NOTIFIABLE"
"2152","A321","NOTIFIABLE"
"2153","A327","NOTIFIABLE"
"2154","A328","NOTIFIABLE"
"2155","A329","NOTIFIABLE"
"2156","A692","NOTIFIABLE"
"2157","B50","NOTIFIABLE"
"2158","B500","NOTIFIABLE"
"2159","B508","NOTIFIABLE"
"2160","B509","NOTIFIABLE"
"2161","B51","NOTIFIABLE"
"2162","B510","NOTIFIABLE"
"2163","B518","NOTIFIABLE"
"2164","B519","NOTIFIABLE"
"2165","B52","NOTIFIABLE"
"2166","B520","NOTIFIABLE"
"2167","B528","NOTIFIABLE"
"2168","B529","NOTIFIABLE"
"2169","B53","NOTIFIABLE"
"2170","B530","NOTIFIABLE"
"2171","B531","NOTIFIABLE"
"2172","B538","NOTIFIABLE"
"2173","B54","NOTIFIABLE"
"2174","B05","NOTIFIABLE"
"2175","B050","NOTIFIABLE"
"2176","B051","NOTIFIABLE"
"2177","B052","NOTIFIABLE"
"2178","B053","NOTIFIABLE"
"2179","B054","NOTIFIABLE"
"2180","B058","NOTIFIABLE"
"2181","B059","NOTIFIABLE"
"2182","A39","NOTIFIABLE"
"2183","A390","NOTIFIABLE"
"2184","A391","NOTIFIABLE"
"2185","A392","NOTIFIABLE"
"2186","A393","NOTIFIABLE"
"2187","A394","NOTIFIABLE"
"2188","A395","NOTIFIABLE"
"2189","A398","NOTIFIABLE"
"2190","A399","NOTIFIABLE"
"2191","A37","NOTIFIABLE"
"2192","A370","NOTIFIABLE"
"2193","A371","NOTIFIABLE"
"2194","A378","NOTIFIABLE"
"2195","A379","NOTIFIABLE"
"2196","A20","NOTIFIABLE"
"2197","A200","NOTIFIABLE"
"2198","A201","NOTIFIABLE"
"2199","A202","NOTIFIABLE"
"2200","A203","NOTIFIABLE"
"2201","A207","NOTIFIABLE"
"2202","A208","NOTIFIABLE"
"2203","A209","NOTIFIABLE"
"2204","A80","NOTIFIABLE"
"2205","A800","NOTIFIABLE"
"2206","A801","NOTIFIABLE"
"2207","A802","NOTIFIABLE"
"2208","A803","NOTIFIABLE"
"2209","A804","NOTIFIABLE"
"2210","A809","NOTIFIABLE"
"2211","A70","NOTIFIABLE"
"2212","A78","NOTIFIABLE"
"2213","B06","NOTIFIABLE"
"2214","B060","NOTIFIABLE"
"2215","B068","NOTIFIABLE"
"2216","B069","NOTIFIABLE"
"2217","P350","NOTIFIABLE"
"2218","A020","NOTIFIABLE"
"2219","U04","NOTIFIABLE"
"2220","U049","NOTIFIABLE"
"2221","A03","NOTIFIABLE"
"2222","A030","NOTIFIABLE"
"2223","A031","NOTIFIABLE"
"2224","A032","NOTIFIABLE"
"2225","A033","NOTIFIABLE"
"2226","A038","NOTIFIABLE"
"2227","A039","NOTIFIABLE"
"2228","B03","NOTIFIABLE"
"2229","A77","NOTIFIABLE"
"2230","A770","NOTIFIABLE"
"2231","A771","NOTIFIABLE"
"2232","A772","NOTIFIABLE"
"2233","A773","NOTIFIABLE"
"2234","A778","NOTIFIABLE"
"2235","A779","NOTIFIABLE"
"2236","A483","NOTIFIABLE"
"2237","J13","NOTIFIABLE"
"2238","A50","NOTIFIABLE"
"2239","A500","NOTIFIABLE"
"2240","A501","NOTIFIABLE"
"2241","A502","NOTIFIABLE"
"2242","A503","NOTIFIABLE"
"2243","A504","NOTIFIABLE"
"2244","A505","NOTIFIABLE"
"2245","A506","NOTIFIABLE"
"2246","A507","NOTIFIABLE"
"2247","A509","NOTIFIABLE"
"2248","A51","NOTIFIABLE"
"2249","A510","NOTIFIABLE"
"2250","A511","NOTIFIABLE"
"2251","A512","NOTIFIABLE"
"2252","A513","NOTIFIABLE"
"2253","A514","NOTIFIABLE"
"2254","A515","NOTIFIABLE"
"2255","A519","NOTIFIABLE"
"2256","A52","NOTIFIABLE"
"2257","A520","NOTIFIABLE"
"2258","A521","NOTIFIABLE"
"2259","A522","NOTIFIABLE"
"2260","A523","NOTIFIABLE"
"2261","A527","NOTIFIABLE"
"2262","A528","NOTIFIABLE"
"2263","A529","NOTIFIABLE"
"2264","A53","NOTIFIABLE"
"2265","A530","NOTIFIABLE"
"2266","A539","NOTIFIABLE"
"2267","A33","NOTIFIABLE"
"2268","A34","NOTIFIABLE"
"2269","A35","NOTIFIABLE"
"2270","B75","NOTIFIABLE"
"2271","A15","NOTIFIABLE"
"2272","A150","NOTIFIABLE"
"2273","A151","NOTIFIABLE"
"2274","A152","NOTIFIABLE"
"2275","A153","NOTIFIABLE"
"2276","A154","NOTIFIABLE"
"2277","A155","NOTIFIABLE"
"2278","A156","NOTIFIABLE"
"2279","A157","NOTIFIABLE"
"2280","A158","NOTIFIABLE"
"2281","A159","NOTIFIABLE"
"2282","A16","NOTIFIABLE"
"2283","A160","NOTIFIABLE"
"2284","A161","NOTIFIABLE"
"2285","A162","NOTIFIABLE"
"2286","A163","NOTIFIABLE"
"2287","A164","NOTIFIABLE"
"2288","A165","NOTIFIABLE"
"2289","A167","NOTIFIABLE"
"2290","A168","NOTIFIABLE"
"2291","A169","NOTIFIABLE"
"2292","A17","NOTIFIABLE"
"2293","A170","NOTIFIABLE"
"2294","A171","NOTIFIABLE"
"2295","A178","NOTIFIABLE"
"2296","A179","NOTIFIABLE"
"2297","A18","NOTIFIABLE"
"2298","A180","NOTIFIABLE"
"2299","A181","NOTIFIABLE"
"2300","A182","NOTIFIABLE"
"2301","A183","NOTIFIABLE"
"2302","A184","NOTIFIABLE"
"2303","A185","NOTIFIABLE"
"2304","A186","NOTIFIABLE"
"2305","A187","NOTIFIABLE"
"2306","A188","NOTIFIABLE"
"2307","A19","NOTIFIABLE"
"2308","A190","NOTIFIABLE"
"2309","A191","NOTIFIABLE"
"2310","A192","NOTIFIABLE"
"2311","A198","NOTIFIABLE"
"2312","A199","NOTIFIABLE"
"2313","A21","NOTIFIABLE"
"2314","A210","NOTIFIABLE"
"2315","A211","NOTIFIABLE"
"2316","A212","NOTIFIABLE"
"2317","A213","NOTIFIABLE"
"2318","A217","NOTIFIABLE"
"2319","A218","NOTIFIABLE"
"2320","A219","NOTIFIABLE"
"2321","A010","NOTIFIABLE"
"2322","B01","NOTIFIABLE"
"2323","B010","NOTIFIABLE"
"2324","B011","NOTIFIABLE"
"2325","B012","NOTIFIABLE"
"2326","B018","NOTIFIABLE"
"2327","B019","NOTIFIABLE"
"2328","A053","NOTIFIABLE"
"2329","A96","NOTIFIABLE"
"2330","A960","NOTIFIABLE"
"2331","A961","NOTIFIABLE"
"2332","A962","NOTIFIABLE"
"2333","A968","NOTIFIABLE"
"2334","A969","NOTIFIABLE"
"2335","A98","NOTIFIABLE"
"2336","A980","NOTIFIABLE"
"2337","A981","NOTIFIABLE"
"2338","A982","NOTIFIABLE"
"2339","A983","NOTIFIABLE"
"2340","A984","NOTIFIABLE"
"2341","A985","NOTIFIABLE"
"2342","A988","NOTIFIABLE"
"2343","A99","NOTIFIABLE"
"2344","A95","NOTIFIABLE"
"2345","A950","NOTIFIABLE"
"2346","A951","NOTIFIABLE"
"2347","A959","NOTIFIABLE"
"2348","J30","ALLERGIC"
"2349","J301","ALLERGIC"
"2350","J302","ALLERGIC"
"2351","J303","ALLERGIC"
"2352","J304","ALLERGIC"
"2353","J450","ALLERGIC"
"2354","K522","ALLERGIC"
"2355","L23","ALLERGIC"
"2356","L230","ALLERGIC"
"2357","L231","ALLERGIC"
"2358","L232","ALLERGIC"
"2359","L233","ALLERGIC"
"2360","L234","ALLERGIC"
"2361","L235","ALLERGIC"
"2362","L236","ALLERGIC"
"2363","L237","ALLERGIC"
"2364","L238","ALLERGIC"
"2365","L239","ALLERGIC"
"2366","L500","ALLERGIC"
"2367","L561","ALLERGIC"
"2368","T784","ALLERGIC"
"2369","Z88","ALLERGIC"
"2370","Z880","ALLERGIC"
"2371","Z881","ALLERGIC"
"2372","Z882","ALLERGIC"
"2373","Z883","ALLERGIC"
"2374","Z884","ALLERGIC"
"2375","Z885","ALLERGIC"
"2376","Z886","ALLERGIC"
"2377","Z887","ALLERGIC"
"2378","Z888","ALLERGIC"
"2379","Z889","ALLERGIC"
"2380","Z910","ALLERGIC"
"2381","A00","INFECTIOUS"
"2382","A000","INFECTIOUS"
"2383","A001","INFECTIOUS"
"2384","A009","INFECTIOUS"
"2385","A01","INFECTIOUS"
"2386","A010","INFECTIOUS"
"2387","A011","INFECTIOUS"
"2388","A012","INFECTIOUS"
"2389","A013","INFECTIOUS"
"2390","A014","INFECTIOUS"
"2391","A02","INFECTIOUS"
"2392","A020","INFECTIOUS"
"2393","A021","INFECTIOUS"
"2394","A022","INFECTIOUS"
"2395","A028","INFECTIOUS"
"2396","A029","INFECTIOUS"
"2397","A03","INFECTIOUS"
"2398","A030","INFECTIOUS"
"2399","A031","INFECTIOUS"
"2400","A032","INFECTIOUS"
"2401","A033","INFECTIOUS"
"2402","A038","INFECTIOUS"
"2403","A039","INFECTIOUS"
"2404","A04","INFECTIOUS"
"2405","A040","INFECTIOUS"
"2406","A041","INFECTIOUS"
"2407","A042","INFECTIOUS"
"2408","A043","INFECTIOUS"
"2409","A044","INFECTIOUS"
"2410","A045","INFECTIOUS"
"2411","A046","INFECTIOUS"
"2412","A047","INFECTIOUS"
"2413","A048","INFECTIOUS"
"2414","A049","INFECTIOUS"
"2415","A05","INFECTIOUS"
"2416","A050","INFECTIOUS"
"2417","A051","INFECTIOUS"
"2418","A052","INFECTIOUS"
"2419","A053","INFECTIOUS"
"2420","A054","INFECTIOUS"
"2421","A058","INFECTIOUS"
"2422","A059","INFECTIOUS"
"2423","A06","INFECTIOUS"
"2424","A060","INFECTIOUS"
"2425","A061","INFECTIOUS"
"2426","A062","INFECTIOUS"
"2427","A063","INFECTIOUS"
"2428","A064","INFECTIOUS"
"2429","A065","INFECTIOUS"
"2430","A066","INFECTIOUS"
"2431","A067","INFECTIOUS"
"2432","A068","INFECTIOUS"
"2433","A069","INFECTIOUS"
"2434","A07","INFECTIOUS"
"2435","A070","INFECTIOUS"
"2436","A071","INFECTIOUS"
"2437","A072","INFECTIOUS"
"2438","A073","INFECTIOUS"
"2439","A078","INFECTIOUS"
"2440","A079","INFECTIOUS"
"2441","A08","INFECTIOUS"
"2442","A080","INFECTIOUS"
"2443","A081","INFECTIOUS"
"2444","A082","INFECTIOUS"
"2445","A083","INFECTIOUS"
"2446","A084","INFECTIOUS"
"2447","A085","INFECTIOUS"
"2448","A09","INFECTIOUS"
"2449","A15","INFECTIOUS"
"2450","A150","INFECTIOUS"
"2451","A151","INFECTIOUS"
"2452","A152","INFECTIOUS"
"2453","A153","INFECTIOUS"
"2454","A154","INFECTIOUS"
"2455","A155","INFECTIOUS"
"2456","A156","INFECTIOUS"
"2457","A157","INFECTIOUS"
"2458","A158","INFECTIOUS"
"2459","A159","INFECTIOUS"
"2460","A16","INFECTIOUS"
"2461","A160","INFECTIOUS"
"2462","A161","INFECTIOUS"
"2463","A162","INFECTIOUS"
"2464","A163","INFECTIOUS"
"2465","A164","INFECTIOUS"
"2466","A165","INFECTIOUS"
"2467","A167","INFECTIOUS"
"2468","A168","INFECTIOUS"
"2469","A169","INFECTIOUS"
"2470","A17","INFECTIOUS"
"2471","A170","INFECTIOUS"
"2472","A171","INFECTIOUS"
"2473","A178","INFECTIOUS"
"2474","A179","INFECTIOUS"
"2475","A18","INFECTIOUS"
"2476","A180","INFECTIOUS"
"2477","A181","INFECTIOUS"
"2478","A182","INFECTIOUS"
"2479","A183","INFECTIOUS"
"2480","A184","INFECTIOUS"
"2481","A185","INFECTIOUS"
"2482","A186","INFECTIOUS"
"2483","A187","INFECTIOUS"
"2484","A188","INFECTIOUS"
"2485","A19","INFECTIOUS"
"2486","A190","INFECTIOUS"
"2487","A191","INFECTIOUS"
"2488","A192","INFECTIOUS"
"2489","A198","INFECTIOUS"
"2490","A199","INFECTIOUS"
"2491","A20","INFECTIOUS"
"2492","A200","INFECTIOUS"
"2493","A201","INFECTIOUS"
"2494","A202","INFECTIOUS"
"2495","A203","INFECTIOUS"
"2496","A207","INFECTIOUS"
"2497","A208","INFECTIOUS"
"2498","A209","INFECTIOUS"
"2499","A21","INFECTIOUS"
"2500","A210","INFECTIOUS"
"2501","A211","INFECTIOUS"
"2502","A212","INFECTIOUS"
"2503","A213","INFECTIOUS"
"2504","A217","INFECTIOUS"
"2505","A218","INFECTIOUS"
"2506","A219","INFECTIOUS"
"2507","A22","INFECTIOUS"
"2508","A220","INFECTIOUS"
"2509","A221","INFECTIOUS"
"2510","A222","INFECTIOUS"
"2511","A227","INFECTIOUS"
"2512","A228","INFECTIOUS"
"2513","A229","INFECTIOUS"
"2514","A23","INFECTIOUS"
"2515","A230","INFECTIOUS"
"2516","A231","INFECTIOUS"
"2517","A232","INFECTIOUS"
"2518","A233","INFECTIOUS"
"2519","A238","INFECTIOUS"
"2520","A239","INFECTIOUS"
"2521","A24","INFECTIOUS"
"2522","A240","INFECTIOUS"
"2523","A241","INFECTIOUS"
"2524","A242","INFECTIOUS"
"2525","A243","INFECTIOUS"
"2526","A244","INFECTIOUS"
"2527","A25","INFECTIOUS"
"2528","A250","INFECTIOUS"
"2529","A251","INFECTIOUS"
"2530","A259","INFECTIOUS"
"2531","A26","INFECTIOUS"
"2532","A260","INFECTIOUS"
"2533","A267","INFECTIOUS"
"2534","A268","INFECTIOUS"
"2535","A269","INFECTIOUS"
"2536","A27","INFECTIOUS"
"2537","A270","INFECTIOUS"
"2538","A278","INFECTIOUS"
"2539","A279","INFECTIOUS"
"2540","A28","INFECTIOUS"
"2541","A280","INFECTIOUS"
"2542","A281","INFECTIOUS"
"2543","A282","INFECTIOUS"
"2544","A288","INFECTIOUS"
"2545","A289","INFECTIOUS"
"2546","A30","INFECTIOUS"
"2547","A300","INFECTIOUS"
"2548","A301","INFECTIOUS"
"2549","A302","INFECTIOUS"
"2550","A303","INFECTIOUS"
"2551","A304","INFECTIOUS"
"2552","A305","INFECTIOUS"
"2553","A308","INFECTIOUS"
"2554","A309","INFECTIOUS"
"2555","A31","INFECTIOUS"
"2556","A310","INFECTIOUS"
"2557","A311","INFECTIOUS"
"2558","A318","INFECTIOUS"
"2559","A319","INFECTIOUS"
"2560","A32","INFECTIOUS"
"2561","A320","INFECTIOUS"
"2562","A321","INFECTIOUS"
"2563","A327","INFECTIOUS"
"2564","A328","INFECTIOUS"
"2565","A329","INFECTIOUS"
"2566","A33","INFECTIOUS"
"2567","A34","INFECTIOUS"
"2568","A35","INFECTIOUS"
"2569","A36","INFECTIOUS"
"2570","A360","INFECTIOUS"
"2571","A361","INFECTIOUS"
"2572","A362","INFECTIOUS"
"2573","A363","INFECTIOUS"
"2574","A368","INFECTIOUS"
"2575","A369","INFECTIOUS"
"2576","A37","INFECTIOUS"
"2577","A370","INFECTIOUS"
"2578","A371","INFECTIOUS"
"2579","A378","INFECTIOUS"
"2580","A379","INFECTIOUS"
"2581","A38","INFECTIOUS"
"2582","A39","INFECTIOUS"
"2583","A390","INFECTIOUS"
"2584","A391","INFECTIOUS"
"2585","A392","INFECTIOUS"
"2586","A393","INFECTIOUS"
"2587","A394","INFECTIOUS"
"2588","A395","INFECTIOUS"
"2589","A398","INFECTIOUS"
"2590","A399","INFECTIOUS"
"2591","A40","INFECTIOUS"
"2592","A400","INFECTIOUS"
"2593","A401","INFECTIOUS"
"2594","A402","INFECTIOUS"
"2595","A403","INFECTIOUS"
"2596","A408","INFECTIOUS"
"2597","A409","INFECTIOUS"
"2598","A41","INFECTIOUS"
"2599","A410","INFECTIOUS"
"2600","A411","INFECTIOUS"
"2601","A412","INFECTIOUS"
"2602","A413","INFECTIOUS"
"2603","A414","INFECTIOUS"
"2604","A415","INFECTIOUS"
"2605","A418","INFECTIOUS"
"2606","A419","INFECTIOUS"
"2607","A42","INFECTIOUS"
"2608","A420","INFECTIOUS"
"2609","A421","INFECTIOUS"
"2610","A422","INFECTIOUS"
"2611","A427","INFECTIOUS"
"2612","A428","INFECTIOUS"
"2613","A429","INFECTIOUS"
"2614","A43","INFECTIOUS"
"2615","A430","INFECTIOUS"
"2616","A431","INFECTIOUS"
"2617","A438","INFECTIOUS"
"2618","A439","INFECTIOUS"
"2619","A44","INFECTIOUS"
"2620","A440","INFECTIOUS"
"2621","A441","INFECTIOUS"
"2622","A448","INFECTIOUS"
"2623","A449","INFECTIOUS"
"2624","A46","INFECTIOUS"
"2625","A48","INFECTIOUS"
"2626","A480","INFECTIOUS"
"2627","A481","INFECTIOUS"
"2628","A482","INFECTIOUS"
"2629","A483","INFECTIOUS"
"2630","A484","INFECTIOUS"
"2631","A488","INFECTIOUS"
"2632","A49","INFECTIOUS"
"2633","A490","INFECTIOUS"
"2634","A491","INFECTIOUS"
"2635","A492","INFECTIOUS"
"2636","A493","INFECTIOUS"
"2637","A498","INFECTIOUS"
"2638","A499","INFECTIOUS"
"2639","A50","INFECTIOUS"
"2640","A500","INFECTIOUS"
"2641","A501","INFECTIOUS"
"2642","A502","INFECTIOUS"
"2643","A503","INFECTIOUS"
"2644","A504","INFECTIOUS"
"2645","A505","INFECTIOUS"
"2646","A506","INFECTIOUS"
"2647","A507","INFECTIOUS"
"2648","A509","INFECTIOUS"
"2649","A51","INFECTIOUS"
"2650","A510","INFECTIOUS"
"2651","A511","INFECTIOUS"
"2652","A512","INFECTIOUS"
"2653","A513","INFECTIOUS"
"2654","A514","INFECTIOUS"
"2655","A515","INFECTIOUS"
"2656","A519","INFECTIOUS"
"2657","A52","INFECTIOUS"
"2658","A520","INFECTIOUS"
"2659","A521","INFECTIOUS"
"2660","A522","INFECTIOUS"
"2661","A523","INFECTIOUS"
"2662","A527","INFECTIOUS"
"2663","A528","INFECTIOUS"
"2664","A529","INFECTIOUS"
"2665","A53","INFECTIOUS"
"2666","A530","INFECTIOUS"
"2667","A539","INFECTIOUS"
"2668","A54","INFECTIOUS"
"2669","A540","INFECTIOUS"
"2670","A541","INFECTIOUS"
"2671","A542","INFECTIOUS"
"2672","A543","INFECTIOUS"
"2673","A544","INFECTIOUS"
"2674","A545","INFECTIOUS"
"2675","A546","INFECTIOUS"
"2676","A548","INFECTIOUS"
"2677","A549","INFECTIOUS"
"2678","A55","INFECTIOUS"
"2679","A56","INFECTIOUS"
"2680","A560","INFECTIOUS"
"2681","A561","INFECTIOUS"
"2682","A562","INFECTIOUS"
"2683","A563","INFECTIOUS"
"2684","A564","INFECTIOUS"
"2685","A568","INFECTIOUS"
"2686","A57","INFECTIOUS"
"2687","A58","INFECTIOUS"
"2688","A59","INFECTIOUS"
"2689","A590","INFECTIOUS"
"2690","A598","INFECTIOUS"
"2691","A599","INFECTIOUS"
"2692","A60","INFECTIOUS"
"2693","A600","INFECTIOUS"
"2694","A601","INFECTIOUS"
"2695","A609","INFECTIOUS"
"2696","A63","INFECTIOUS"
"2697","A630","INFECTIOUS"
"2698","A638","INFECTIOUS"
"2699","A64","INFECTIOUS"
"2700","A65","INFECTIOUS"
"2701","A66","INFECTIOUS"
"2702","A660","INFECTIOUS"
"2703","A661","INFECTIOUS"
"2704","A662","INFECTIOUS"
"2705","A663","INFECTIOUS"
"2706","A664","INFECTIOUS"
"2707","A665","INFECTIOUS"
"2708","A666","INFECTIOUS"
"2709","A667","INFECTIOUS"
"2710","A668","INFECTIOUS"
"2711","A669","INFECTIOUS"
"2712","A67","INFECTIOUS"
"2713","A670","INFECTIOUS"
"2714","A671","INFECTIOUS"
"2715","A672","INFECTIOUS"
"2716","A673","INFECTIOUS"
"2717","A679","INFECTIOUS"
"2718","A68","INFECTIOUS"
"2719","A680","INFECTIOUS"
"2720","A681","INFECTIOUS"
"2721","A689","INFECTIOUS"
"2722","A69","INFECTIOUS"
"2723","A690","INFECTIOUS"
"2724","A691","INFECTIOUS"
"2725","A692","INFECTIOUS"
"2726","A698","INFECTIOUS"
"2727","A699","INFECTIOUS"
"2728","A70","INFECTIOUS"
"2729","A71","INFECTIOUS"
"2730","A710","INFECTIOUS"
"2731","A711","INFECTIOUS"
"2732","A719","INFECTIOUS"
"2733","A74","INFECTIOUS"
"2734","A740","INFECTIOUS"
"2735","A748","INFECTIOUS"
"2736","A749","INFECTIOUS"
"2737","A75","INFECTIOUS"
"2738","A750","INFECTIOUS"
"2739","A751","INFECTIOUS"
"2740","A752","INFECTIOUS"
"2741","A753","INFECTIOUS"
"2742","A759","INFECTIOUS"
"2743","A77","INFECTIOUS"
"2744","A770","INFECTIOUS"
"2745","A771","INFECTIOUS"
"2746","A772","INFECTIOUS"
"2747","A773","INFECTIOUS"
"2748","A778","INFECTIOUS"
"2749","A779","INFECTIOUS"
"2750","A78","INFECTIOUS"
"2751","A79","INFECTIOUS"
"2752","A790","INFECTIOUS"
"2753","A791","INFECTIOUS"
"2754","A798","INFECTIOUS"
"2755","A799","INFECTIOUS"
"2756","A80","INFECTIOUS"
"2757","A800","INFECTIOUS"
"2758","A801","INFECTIOUS"
"2759","A802","INFECTIOUS"
"2760","A803","INFECTIOUS"
"2761","A804","INFECTIOUS"
"2762","A809","INFECTIOUS"
"2763","A81","INFECTIOUS"
"2764","A810","INFECTIOUS"
"2765","A811","INFECTIOUS"
"2766","A812","INFECTIOUS"
"2767","A818","INFECTIOUS"
"2768","A819","INFECTIOUS"
"2769","A82","INFECTIOUS"
"2770","A820","INFECTIOUS"
"2771","A821","INFECTIOUS"
"2772","A829","INFECTIOUS"
"2773","A83","INFECTIOUS"
"2774","A830","INFECTIOUS"
"2775","A831","INFECTIOUS"
"2776","A832","INFECTIOUS"
"2777","A833","INFECTIOUS"
"2778","A834","INFECTIOUS"
"2779","A835","INFECTIOUS"
"2780","A836","INFECTIOUS"
"2781","A838","INFECTIOUS"
"2782","A839","INFECTIOUS"
"2783","A84","INFECTIOUS"
"2784","A840","INFECTIOUS"
"2785","A841","INFECTIOUS"
"2786","A848","INFECTIOUS"
"2787","A849","INFECTIOUS"
"2788","A85","INFECTIOUS"
"2789","A850","INFECTIOUS"
"2790","A851","INFECTIOUS"
"2791","A852","INFECTIOUS"
"2792","A858","INFECTIOUS"
"2793","A86","INFECTIOUS"
"2794","A87","INFECTIOUS"
"2795","A870","INFECTIOUS"
"2796","A871","INFECTIOUS"
"2797","A872","INFECTIOUS"
"2798","A878","INFECTIOUS"
"2799","A879","INFECTIOUS"
"2800","A88","INFECTIOUS"
"2801","A880","INFECTIOUS"
"2802","A881","INFECTIOUS"
"2803","A888","INFECTIOUS"
"2804","A89","INFECTIOUS"
"2805","A90","INFECTIOUS"
"2806","A91","INFECTIOUS"
"2807","A92","INFECTIOUS"
"2808","A920","INFECTIOUS"
"2809","A921","INFECTIOUS"
"2810","A922","INFECTIOUS"
"2811","A923","INFECTIOUS"
"2812","A924","INFECTIOUS"
"2813","A928","INFECTIOUS"
"2814","A929","INFECTIOUS"
"2815","A93","INFECTIOUS"
"2816","A930","INFECTIOUS"
"2817","A931","INFECTIOUS"
"2818","A932","INFECTIOUS"
"2819","A938","INFECTIOUS"
"2820","A94","INFECTIOUS"
"2821","A95","INFECTIOUS"
"2822","A950","INFECTIOUS"
"2823","A951","INFECTIOUS"
"2824","A959","INFECTIOUS"
"2825","A96","INFECTIOUS"
"2826","A960","INFECTIOUS"
"2827","A961","INFECTIOUS"
"2828","A962","INFECTIOUS"
"2829","A968","INFECTIOUS"
"2830","A969","INFECTIOUS"
"2831","A98","INFECTIOUS"
"2832","A980","INFECTIOUS"
